Token	POS-Tag	OOV	Id	Index	Documento
programas	NOUN	0	3	27	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
de	ADP	0	3	28	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
conscientização	NOUN	1	3	29	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
para	ADP	0	3	30	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
funcionários	NOUN	0	3	31	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
,	PUNCT	0	3	32	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
que	PRON	0	3	33	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
muitas	DET	0	3	34	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
vezes	NOUN	0	3	35	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
são	AUX	0	3	36	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
o	DET	0	3	37	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
elo	NOUN	0	3	38	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
mais	ADV	0	3	39	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
fraco	ADJ	0	3	40	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
da	ADP	0	3	41	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
cadeia	NOUN	0	3	42	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
de	ADP	0	3	43	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
segurança	NOUN	0	3	44	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
.	PUNCT	0	3	45	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
A	DET	0	4	0	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
conscientização	NOUN	1	4	1	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
dos	ADP	0	4	2	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
usuários	NOUN	0	4	3	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
é	AUX	0	4	4	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
tão	ADV	0	4	5	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
importante	ADJ	0	4	6	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
quanto	ADV	0	4	7	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
a	DET	0	4	8	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
tecnologia	NOUN	0	4	9	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
