Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
,	PUNCT	0	3	17	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
sistemas	NOUN	0	3	18	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
de	ADP	0	3	19	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
criptografia	NOUN	1	3	20	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
,	PUNCT	0	3	21	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
monitoramento	NOUN	1	3	22	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
em	ADP	0	3	23	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
tempo	NOUN	0	3	24	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
real	ADJ	0	3	25	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
e	CCONJ	0	3	26	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
programas	NOUN	0	3	27	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
de	ADP	0	3	28	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
conscientização	NOUN	1	3	29	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
para	ADP	0	3	30	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
funcionários	NOUN	0	3	31	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
,	PUNCT	0	3	32	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
que	PRON	0	3	33	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
muitas	DET	0	3	34	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
vezes	NOUN	0	3	35	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
são	AUX	0	3	36	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
o	DET	0	3	37	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
elo	NOUN	0	3	38	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
mais	ADV	0	3	39	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
fraco	ADJ	0	3	40	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
da	ADP	0	3	41	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
cadeia	NOUN	0	3	42	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
de	ADP	0	3	43	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
segurança	NOUN	0	3	44	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
.	PUNCT	0	3	45	0	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
2	['NOUN', 'ADP', 'DET', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'SCONJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'ADV', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	3	2	1	Empresas de todos os portes enfrentam desafios constantes para proteger suas infraestruturas digitais , investindo em firewalls , sistemas de criptografia , monitoramento em tempo real e programas de conscientização para funcionários , que muitas vezes são o elo mais fraco da cadeia de segurança .
A	DET	0	4	0	0	A conscientização dos usuários é tão importante quanto a tecnologia empregada , pois um simples clique em um link suspeito pode abrir portas para invasores , comprometendo não apenas dados pessoais , mas também informações estratégicas de organizações inteiras .
